Protein,Protein ID,Entry Name,Gene,Length,Organism,Protein Description,Protein Existence,Protein Probability,Top Peptide Probability,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins,MCF_ctrl_1,MCF_ctrl_2,MCF_ctrl_3,MCF_ctrl_4,MCF_KD_1,MCF_KD_2,MCF_KD_3,MCF_KD_4,MDA_ctrl_1,MDA_ctrl_2,MDA_ctrl_3,MDA_ctrl_4,MDA_KD_1,MDA_KD_2,MDA_KD_3,MDA_KD_4
sp|Q15283|RASA2_HUMAN,Q15283,RASA2_HUMAN,RASA2,850,Homo sapiens OX=9606,Ras GTPase-activating protein 2 ,1:Experimental evidence at protein level,1,0.999,3,3,3,3,3,3,18024927,18024927,18024927,"2K(304.2071), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,123589.0987,99267.8833,115717.4913,86898.3936,142467.5437,187175.3659,134743.5961,151621.1965,262670.3778,211104.3686,210356.5155,259991.6869,342753.1895,298288.0378,291692.383,317467.6972
sp|Q15286|RAB35_HUMAN,Q15286,RAB35_HUMAN,RAB35,201,Homo sapiens OX=9606,Ras-related protein Rab-35 ,1:Experimental evidence at protein level,1,0.999,7,6,7,17,16,17,542876872,242810550,259414086,"11C(57.0214), 13C(57.0214), 15K(304.2071), 5M(15.9949), 6K(304.2071), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9C(57.0214), N-term(304.2071)",,,800152.4125,618561.7188,691327.926,469836.6623,813014.9437,1142000.065,916455.263,910246.5781,1268775.926,960531.2247,901904.1888,1146378.97,1486018.854,1224513.975,1186132.81,1318428.989
sp|Q15287|RNPS1_HUMAN,Q15287,RNPS1_HUMAN,RNPS1,305,Homo sapiens OX=9606,RNA-binding protein with serine-rich domain 1 ,1:Experimental evidence at protein level,1,0.999,6,6,6,14,14,14,174675288,174675288,174675288,"12K(304.2071), 15K(304.2071), 2M(15.9949), 4M(15.9949), 7K(304.2071), N-term(304.2071)",,,611779.8585,505761.9316,635321.8681,426619.5273,687395.5868,1030248.44,1097739.878,915046.3872,1342896.849,1057936.119,1105696.601,1201715.661,1425512.308,1253763.332,1204975.906,1438273.601
sp|Q15291|RBBP5_HUMAN,Q15291,RBBP5_HUMAN,RBBP5,538,Homo sapiens OX=9606,Retinoblastoma-binding protein 5 ,1:Experimental evidence at protein level,1,0.999,13,13,13,20,20,20,85001836,85001836,85001836,"10K(304.2071), 11K(304.2071), 12K(304.2071), 21K(304.2071), 2K(304.2071), 5K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,1564546.332,1267641.472,1424966.512,1007509.486,1567103.971,2240940.88,2025520.5,1978178.561,1699395.205,1496838.153,1434636.072,1842571.477,2179235.253,1831655.415,1788710.342,2123944.513
sp|Q15293|RCN1_HUMAN,Q15293,RCN1_HUMAN,RCN1,331,Homo sapiens OX=9606,Reticulocalbin-1 ,1:Experimental evidence at protein level,1,0.999,17,16,17,41,40,41,324883816,324883816,324883816,"10K(304.2071), 11K(304.2071), 12K(304.2071), 12M(15.9949), 13K(304.2071), 15M(15.9949), 16K(304.2071), 19K(304.2071), 27K(304.2071), 29K(304.2071), 2K(304.2071), 3K(304.2071), 4K(304.2071), 5K(304.2071), 6K(304.2071), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1608396.471,1362225.366,1733943.126,1347377.603,2035451.091,2562728.545,1721916.938,2254358.923,3999327.122,3495953.639,3321631.965,4494644.113,6451369.417,5762671.226,5491471.287,5938466.103
sp|Q15311|RBP1_HUMAN,Q15311,RBP1_HUMAN,RALBP1,655,Homo sapiens OX=9606,RalA-binding protein 1 ,1:Experimental evidence at protein level,1,0.999,5,5,5,6,6,6,31393253,31393253,31393253,"10K(304.2071), 24K(304.2071), 9K(304.2071), N-term(304.2071)",,,388302.4534,299626.8624,318348.5272,243141.6225,397973.2298,540459.9694,456469.3163,434351.1418,516772.5626,417336.9889,395165.8223,504689.9232,656692.875,559166.954,587095.7354,620491.2456
sp|Q15334|L2GL1_HUMAN,Q15334,L2GL1_HUMAN,LLGL1,1064,Homo sapiens OX=9606,Lethal(2) giant larvae protein homolog 1 ,1:Experimental evidence at protein level,1,0.999,15,15,15,26,26,26,58277738,58277738,58277738,"10C(57.0214), 10K(304.2071), 14K(304.2071), 15K(304.2071), 1K(304.2071), 23K(304.2071), 2K(304.2071), 3C(57.0214), N-term(304.2071)",,,907734.606,700809.7614,828076.3449,574074.4918,968314.4941,1313049.389,1050887.773,1035159.523,1815686.678,1334974.559,1295506.567,1648916.275,2125405.625,1783906.639,1722053.356,1963235.9
sp|Q15345|LRC41_HUMAN,Q15345,LRC41_HUMAN,LRRC41,812,Homo sapiens OX=9606,Leucine-rich repeat-containing protein 41 ,1:Experimental evidence at protein level,1,0.999,7,7,7,12,12,12,40475172,40475172,40475172,"11C(57.0214), 1C(57.0214), 6M(15.9949), 7K(304.2071), N-term(304.2071)",,,492927.6145,379853.9424,447203.1207,287981.9457,561283.1228,705322.5491,547349.0816,570306.8488,422473.6879,334807.7512,312427.151,395312.6009,530669.7512,426971.6831,449004.7406,465236.9286
sp|Q15363|TMED2_HUMAN,Q15363,TMED2_HUMAN,TMED2,201,Homo sapiens OX=9606,Transmembrane emp24 domain-containing protein 2 ,1:Experimental evidence at protein level,1,0.999,4,4,4,16,16,16,168167914,168167914,168167914,"12K(304.2071), 16K(304.2071), 16M(15.9949), 24M(15.9949), 28K(304.2071), 4M(15.9949), 7K(304.2071), 7M(15.9949), N-term(304.2071)",,,1394097.269,1205729.081,1377528.786,986191.7708,1534397.015,2080506.076,1425862.203,1734104.604,1278385.388,1150861.418,1177496.334,1446346.446,1808016.455,1552160.612,1465509.343,1690357.445
sp|Q15365|PCBP1_HUMAN,Q15365,PCBP1_HUMAN,PCBP1,356,Homo sapiens OX=9606,Poly(rC)-binding protein 1 ,1:Experimental evidence at protein level,1,0.999,13,7,13,100,81,100,499068304,340665764,499068304,"13K(304.2071), 14K(304.2071), 17C(57.0214), 1C(57.0214), 25K(304.2071), 2M(15.9949), 37K(304.2071), 7M(15.9949), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,4668183.948,3319704.6,4908776.106,2965101.235,5201759.196,7210631.061,7634161.666,5837662.679,7735181.172,5304583.434,4739779.742,5847671.796,7131105.271,6231228.414,5251336.46,6186319.792
sp|Q15366|PCBP2_HUMAN,Q15366,PCBP2_HUMAN,PCBP2,365,Homo sapiens OX=9606,Poly(rC)-binding protein 2 ,1:Experimental evidence at protein level,1,0.999,9,8,9,19,14,19,359312360,147289066,208825180,"13K(304.2071), 14K(304.2071), 8C(57.0214), 9K(304.2071), 9M(15.9949), N-term(304.2071)",,,1203868.57,910432.2297,1383854.64,780599.1895,1541121.696,2340460.38,2450333.212,1879816.459,2130313.62,1536570.146,1244814.285,1577674.096,1786940.455,1605783.278,1360798.704,1570510.438
sp|Q15369|ELOC_HUMAN,Q15369,ELOC_HUMAN,ELOC,112,Homo sapiens OX=9606,Elongin-C ,1:Experimental evidence at protein level,1,0.999,5,5,5,18,18,18,568569592,568569592,568569592,"10K(304.2071), 11M(15.9949), 12K(304.2071), 14K(304.2071), 2M(15.9949), 5C(57.0214), 9K(304.2071), N-term(304.2071)",,,1176637.801,958581.877,1110698.224,788105.0593,1427543.309,1892812.574,1373431.196,1830735.054,1335568.58,1068988.874,1091730.02,1487410.063,1973449.982,1842415.636,1674713.697,1810647.255
sp|Q15370|ELOB_HUMAN,Q15370,ELOB_HUMAN,ELOB,118,Homo sapiens OX=9606,Elongin-B ,1:Experimental evidence at protein level,1,0.999,10,10,10,22,22,22,251465600,251465600,251465600,"12K(304.2071), 17C(57.0214), 23M(15.9949), 24K(304.2071), 3K(304.2071), 5C(57.0214), 7K(304.2071), 8K(304.2071), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,1433159.326,1041640.974,1274345.786,739142.7941,1531948.247,2010992.461,1919097.871,1922762.906,1664940.126,1280539.714,1145547.759,1546181.258,2170637.018,1765004.702,1599811.876,1839910.102
sp|Q15382|RHEB_HUMAN,Q15382,RHEB_HUMAN,RHEB,184,Homo sapiens OX=9606,GTP-binding protein Rheb ,1:Experimental evidence at protein level,1,0.999,10,10,10,47,47,47,256862220,256862220,256862220,"11K(304.2071), 12K(304.2071), 16K(304.2071), 1K(304.2071), 4M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), N-term(304.2071)",,,1986520.377,1506366.748,1825569.032,1253854.638,2312516.643,3065983.268,2469634.631,2493852.859,3433988.377,2780237.84,2694585.196,3231674.026,4094664.176,3704017.76,3425569.483,3997624.843
sp|Q15386|UBE3C_HUMAN,Q15386,UBE3C_HUMAN,UBE3C,1083,Homo sapiens OX=9606,Ubiquitin-protein ligase E3C ,1:Experimental evidence at protein level,1,0.999,24,24,24,49,49,49,67893694,67893694,67893694,"10C(57.0214), 10K(304.2071), 11K(304.2071), 12K(304.2071), 15M(15.9949), 16K(304.2071), 17C(57.0214), 20K(304.2071), 22K(304.2071), 3C(57.0214), 6M(15.9949), 7C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,2271167.029,1668393.436,2239433.227,1446667.579,2531980.498,3263118.93,2735583.451,2781175.658,2480226.466,1965190.73,1841179.361,2399254.961,3076461.688,2619065.775,2560785.442,2824529.358
sp|Q15392|DHC24_HUMAN,Q15392,DHC24_HUMAN,DHCR24,516,Homo sapiens OX=9606,Delta(24)-sterol reductase ,1:Experimental evidence at protein level,1,0.999,12,12,12,20,20,20,295074512,295074512,295074512,"10K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 2K(304.2071), 3C(57.0214), 3M(15.9949), 4C(57.0214), 5C(57.0214), 6C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1728322.441,1374421.345,1640261.352,1054127.2,2128404.865,3034128.147,2590115.093,2456473.524,1241318.203,975953.367,848845.096,1041461.273,1339457.265,1080536.369,1133523.773,1322965.239
sp|Q15393|SF3B3_HUMAN,Q15393,SF3B3_HUMAN,SF3B3,1217,Homo sapiens OX=9606,Splicing factor 3B subunit 3 ,1:Experimental evidence at protein level,1,0.999,31,31,31,97,97,97,290193776,290193776,290193776,"10K(304.2071), 10M(15.9949), 11K(304.2071), 12K(304.2071), 13K(304.2071), 14M(15.9949), 18K(304.2071), 1K(304.2071), 24K(304.2071), 25K(304.2071), 26K(304.2071), 3M(15.9949), 6K(304.2071), 6M(15.9949), 7K(304.2071), 8C(57.0214), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,6999349.898,5640582.941,6383170.706,4200257.916,7782127.69,10348051.3,8908686.906,8615682.596,7879450.904,6131477.159,6032469.833,7447888.469,9085212.638,7528233.556,7453709.434,8588010.707
sp|Q15397|PUM3_HUMAN,Q15397,PUM3_HUMAN,PUM3,648,Homo sapiens OX=9606,Pumilio homolog 3 ,1:Experimental evidence at protein level,1,0.999,14,14,14,27,27,27,123045168,123045168,123045168,"12K(304.2071), 15K(304.2071), 16K(304.2071), 2M(15.9949), 3M(15.9949), 6M(15.9949), 7K(304.2071), 8K(304.2071), 8M(15.9949), 9K(304.2071), N-term(304.2071)",,,1666487.415,1327503.883,1554459.458,1073987.042,1670815.71,2445028.202,1897721.346,2040250.105,2539864.358,2081350.032,2085665.766,2525019.755,2966687.759,2562272.822,2482275.956,3003632.93
sp|Q15398|DLGP5_HUMAN,Q15398,DLGP5_HUMAN,DLGAP5,846,Homo sapiens OX=9606,Disks large-associated protein 5 ,1:Experimental evidence at protein level,1,0.999,19,19,19,36,36,36,77596791,77596791,77596791,"10K(304.2071), 11K(304.2071), 16C(57.0214), 17K(304.2071), 18M(15.9949), 1K(304.2071), 21K(304.2071), 26K(304.2071), 3M(15.9949), 5C(57.0214), 5K(304.2071), 6C(57.0214), 7C(57.0214), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,996626.4006,876253.3844,972236.0235,602389.6891,1156270.961,1536321.379,1044748.02,1192540.615,1963342.863,1640646.167,1543304.102,2018498.731,2443127.38,2057302.271,2047544.809,2250215.574
sp|Q15404|RSU1_HUMAN,Q15404,RSU1_HUMAN,RSU1,277,Homo sapiens OX=9606,Ras suppressor protein 1 ,1:Experimental evidence at protein level,1,0.999,5,5,5,13,13,13,84513108,84513108,84513108,"10K(304.2071), 17K(304.2071), 9K(304.2071), N-term(304.2071)",,,1172392.735,947505.8554,1128431.413,738835.1616,1365578.733,1910327.705,1602813.747,1597395.549,1136744.651,926366.0108,814399.384,1125594.368,1461918.324,1308071.962,1146146.073,1295084.446
sp|Q15417|CNN3_HUMAN,Q15417,CNN3_HUMAN,CNN3,329,Homo sapiens OX=9606,Calponin-3 ,1:Experimental evidence at protein level,1,0.999,10,7,10,48,41,48,594032928,198439104,594032928,"10M(15.9949), 11K(304.2071), 14K(304.2071), 15M(15.9949), 16M(15.9949), 19K(304.2071), 1K(304.2071), 20K(304.2071), 2M(15.9949), 5K(304.2071), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)",,,1923893.624,1824614.068,1794494.26,1611875.748,2074103.262,2714263.282,2241672.89,2380587.727,7009108.508,6286341.927,5518350.589,8001394.957,9391867.319,8988893.551,7803862.888,9620645.066
sp|Q15418|KS6A1_HUMAN,Q15418,KS6A1_HUMAN,RPS6KA1,735,Homo sapiens OX=9606,Ribosomal protein S6 kinase alpha-1 ,1:Experimental evidence at protein level,1,0.999,20,19,20,39,37,39,117652574,54989660,56611267,"10K(304.2071), 11C(57.0214), 11K(304.2071), 12K(304.2071), 13K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18C(57.0214), 1K(304.2071), 2K(304.2071), 3K(304.2071), 3M(15.9949), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,1428532.22,1193691.169,1410222.149,924157.2564,1695765.154,2242997.374,1784509.274,1876866.785,2254130.779,1771916.986,1700646.212,2192770.723,2695014.31,2413578.3,2236662.93,2607043.578
sp|Q15424|SAFB1_HUMAN,Q15424,SAFB1_HUMAN,SAFB,915,Homo sapiens OX=9606,Scaffold attachment factor B1 ,1:Experimental evidence at protein level,1,0.999,9,9,9,12,12,12,216120484,84765206,84765206,"10K(304.2071), 14K(304.2071), 1C(57.0214), 7K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,815126.3418,642565.3159,779246.3172,438217.8985,703527.1731,1187555.488,963696.3913,919976.0983,1395544.769,1036983.179,1014706.86,1324343.155,1557049.629,1284477.908,1261710.452,1445879.094
sp|Q15427|SF3B4_HUMAN,Q15427,SF3B4_HUMAN,SF3B4,424,Homo sapiens OX=9606,Splicing factor 3B subunit 4 ,1:Experimental evidence at protein level,1,0.999,4,4,4,8,8,8,190344796,190344796,190344796,"11K(304.2071), 14K(304.2071), 24K(304.2071), 2M(15.9949), 4K(304.2071), N-term(304.2071)",,,412149.0045,352292.2186,397907.434,250028.484,419215.196,627956.8622,526564.4686,498569.1485,481421.6381,375686.5035,325281.5403,466460.9884,583465.5352,494657.133,415534.7889,526560.866
sp|Q15428|SF3A2_HUMAN,Q15428,SF3A2_HUMAN,SF3A2,464,Homo sapiens OX=9606,Splicing factor 3A subunit 2 ,1:Experimental evidence at protein level,1,0.999,6,6,6,15,15,15,49245242,49245242,49245242,"10K(304.2071), 11K(304.2071), 16M(15.9949), 17K(304.2071), 18K(304.2071), 19K(304.2071), 2C(57.0214), 2M(15.9949), 3K(304.2071), N-term(304.2071), N-term(42.0106)",,,515478.4117,418336.7322,450526.7304,340012.3093,572112.4002,910019.084,854141.5809,746450.0793,965317.4825,729109.0019,764972.1408,859307.1421,956060.0454,843597.415,802051.705,982759.126
sp|Q15434|RBMS2_HUMAN,Q15434,RBMS2_HUMAN,RBMS2,407,Homo sapiens OX=9606,"RNA-binding motif, single-stranded-interacting protein 2 ",1:Experimental evidence at protein level,1,0.999,5,4,5,6,5,6,50534696,49670748,50534696,"10K(304.2071), 13K(304.2071), 14C(57.0214), 15K(304.2071), N-term(304.2071)",,,130687.1507,109683.1523,116443.8598,91723.1515,134124.3373,174679.6109,172040.048,158519.3658,308950.2713,258409.5498,237465.4401,305919.5001,381831.793,319762.9211,308081.6551,364453.3506
sp|Q15435|PP1R7_HUMAN,Q15435,PP1R7_HUMAN,PPP1R7,360,Homo sapiens OX=9606,Protein phosphatase 1 regulatory subunit 7 ,1:Experimental evidence at protein level,1,0.999,9,9,9,24,24,24,128930684,128930684,128930684,"10K(304.2071), 12M(15.9949), 1C(57.0214), 1K(304.2071), 3M(15.9949), 8K(304.2071), N-term(304.2071)",,,1891623.015,1409672.057,1655081.034,938628.1969,2117769.951,2809516.679,2377472.448,2383411.212,1735718.255,1259132.232,1199278.127,1559141.756,1783323.388,1463221.869,1373243.595,1472941.225
sp|Q15436|SC23A_HUMAN,Q15436,SC23A_HUMAN,SEC23A,765,Homo sapiens OX=9606,Protein transport protein Sec23A ,1:Experimental evidence at protein level,1,0.999,14,14,14,35,35,35,106572816,106572816,106572816,"10K(304.2071), 14K(304.2071), 15C(57.0214), 18K(304.2071), 1K(304.2071), 2M(15.9949), 3C(57.0214), 5M(15.9949), 6K(304.2071), 7K(304.2071), 8C(57.0214), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,1690625.735,1402124.958,1528172.276,1155316.867,1900341.992,2539398.376,1856157.258,2143955.541,2770579.438,2213318.476,2197487.107,2789548.496,3673245.447,3289714.794,2998946.283,3417782.42
sp|Q15437|SC23B_HUMAN,Q15437,SC23B_HUMAN,SEC23B,767,Homo sapiens OX=9606,Protein transport protein Sec23B ,1:Experimental evidence at protein level,1,0.999,18,16,18,42,37,42,138622212,138622212,138622212,"10K(304.2071), 13K(304.2071), 14K(304.2071), 15M(15.9949), 18K(304.2071), 1K(304.2071), 22K(304.2071), 2M(15.9949), 3C(57.0214), 3M(15.9949), 5M(15.9949), 6K(304.2071), 6M(15.9949), 8C(57.0214), 9C(57.0214), 9K(304.2071), N-term(304.2071)",,,2647004.948,2056789.633,2290618.336,1521535.556,2770899.98,3765090.085,3039129.746,3140766.355,2775947.612,2095817.047,1958728.303,2506658.298,3148218.377,2703757.159,2578755.366,2933601.478
sp|Q15459|SF3A1_HUMAN,Q15459,SF3A1_HUMAN,SF3A1,793,Homo sapiens OX=9606,Splicing factor 3A subunit 1 ,1:Experimental evidence at protein level,1,0.999,27,27,27,83,83,83,248229648,248229648,248229648,"10K(304.2071), 10M(15.9949), 11K(304.2071), 13K(304.2071), 14K(304.2071), 15K(304.2071), 16K(304.2071), 17K(304.2071), 18K(304.2071), 19K(304.2071), 20K(304.2071), 23K(304.2071), 2K(304.2071), 2M(15.9949), 3K(304.2071), 5K(304.2071), 6M(15.9949), 7C(57.0214), 7K(304.2071), 7M(15.9949), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,7575848.283,6288149.487,6312450.423,4618890.419,7009762.403,10662533.64,8142895.893,8037881.991,10101950.18,7868223.071,7460342.187,9428677.045,11539157.22,9436878.789,8941145.836,10345685.06
sp|Q15477|SKIV2_HUMAN,Q15477,SKIV2_HUMAN,SKIV2L,1246,Homo sapiens OX=9606,Helicase SKI2W ,1:Experimental evidence at protein level,1,0.999,14,14,14,22,22,22,43304805,43304805,43304805,"10K(304.2071), 11C(57.0214), 11K(304.2071), 12K(304.2071), 1K(304.2071), 21K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,1292177.172,1050952.063,1200385.953,884414.0826,1456608.3,1923404.064,1468951.369,1632646.587,1515603.685,1267271.596,1234758.553,1574397.855,1924530.001,1660207.111,1552774.657,1791545.464
sp|Q15526|SURF1_HUMAN,Q15526,SURF1_HUMAN,SURF1,300,Homo sapiens OX=9606,Surfeit locus protein 1 ,1:Experimental evidence at protein level,1,0.999,3,3,3,3,3,3,23309535,23309535,23309535,N-term(304.2071),,,117368.9964,100067.8733,122975.289,74013.6554,125161.2785,171846.313,157920.4219,153324.6103,142513.5439,109322.5983,109487.3234,130935.6172,161107.834,128125.5401,122175.1969,148132.078
sp|Q15528|MED22_HUMAN,Q15528,MED22_HUMAN,MED22,200,Homo sapiens OX=9606,Mediator of RNA polymerase II transcription subunit 22 ,1:Experimental evidence at protein level,1,0.999,2,2,2,4,4,4,13872539,13872539,13872539,"11K(304.2071), 3M(15.9949), 9K(304.2071), N-term(304.2071)",,,122407.3355,114904.4633,124969.5057,91747.3043,123442.7252,172753.3122,135174.2775,151435.059,174417.6167,137858.5718,152481.1118,198974.4495,229862.1328,191548.6254,182302.6104,219750.955
sp|Q15532|SSXT_HUMAN,Q15532,SSXT_HUMAN,SS18,418,Homo sapiens OX=9606,Protein SSXT ,1:Experimental evidence at protein level,1,0.999,3,3,3,4,4,4,20360435,20360435,20360435,"10K(304.2071), 11C(57.0214), 12K(304.2071), 18K(304.2071), 2K(304.2071), N-term(304.2071)",,,254118.5377,195714.9764,244076.6553,139057.4685,245168.9388,308163.3429,241145.9371,255531.3864,320689.0678,236455.8177,221117.3087,300896.6587,437984.2939,337253.1341,315223.6872,380039.3191
sp|Q15542|TAF5_HUMAN,Q15542,TAF5_HUMAN,TAF5,800,Homo sapiens OX=9606,Transcription initiation factor TFIID subunit 5 ,1:Experimental evidence at protein level,1,0.999,5,5,5,5,5,5,18889050,18889050,18889050,"15K(304.2071), 3K(304.2071), 5M(15.9949), 7K(304.2071), 7M(15.9949), 8K(304.2071), N-term(304.2071)",,,370402.0694,273319.8565,254557.464,284431.1185,271542.1067,389454.7728,270106.7269,290267.0498,371221.8253,283040.788,288543.0582,360245.4919,375727.3164,305523.0311,306813.1433,341181.1066
sp|Q15545|TAF7_HUMAN,Q15545,TAF7_HUMAN,TAF7,349,Homo sapiens OX=9606,Transcription initiation factor TFIID subunit 7 ,1:Experimental evidence at protein level,1,0.999,7,7,7,10,10,10,36397916,36397916,36397916,"10K(304.2071), 2K(304.2071), 7K(304.2071), 9K(304.2071), N-term(304.2071)",,,421466.3406,312323.7694,375237.8776,240926.118,468151.015,612799.752,493266.3255,492012.1386,493409.3525,423505.7891,389547.8785,495506.2413,653148.9719,527558.0592,562285.7989,617870.7252
sp|Q15554|TERF2_HUMAN,Q15554,TERF2_HUMAN,TERF2,542,Homo sapiens OX=9606,Telomeric repeat-binding factor 2 ,1:Experimental evidence at protein level,1,0.999,9,9,9,12,12,12,71823512,71823512,71823512,"10K(304.2071), 11K(304.2071), 12K(304.2071), 14K(304.2071), 16K(304.2071), 16M(15.9949), 18K(304.2071), 26K(304.2071), N-term(304.2071)",,,393325.8526,324409.7556,376534.1002,234072.8947,442061.4101,603949.4017,449650.5845,485124.6359,485400.7607,408605.5331,379745.0995,483384.0366,541869.9585,465697.846,452625.1599,530258.7833
sp|Q15555|MARE2_HUMAN,Q15555,MARE2_HUMAN,MAPRE2,327,Homo sapiens OX=9606,Microtubule-associated protein RP/EB family member 2 ,1:Experimental evidence at protein level,1,0.999,8,8,8,14,14,14,83111889,42338346,42338346,"10K(304.2071), 18K(304.2071), 1K(304.2071), 20K(304.2071), 3K(304.2071), 6K(304.2071), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,341978.6004,263608.9687,311769.4695,247853.9396,393736.077,508416.0706,427838.2929,425582.5687,936955.3525,643923.5097,616132.6028,770566.9075,924830.8677,774457.725,787727.5357,867510.3072
sp|Q15560|TCEA2_HUMAN,Q15560,TCEA2_HUMAN,TCEA2,299,Homo sapiens OX=9606,Transcription elongation factor A protein 2 ,1:Experimental evidence at protein level,1,0.999,4,4,4,5,5,5,15157007,15157007,15157007,"13K(304.2071), 1K(304.2071), 2M(15.9949), N-term(304.2071)",,,120979.8615,108920.3063,109933.7012,81762.1701,130814.1454,182964.6744,160236.3314,173749.0487,318894.6985,233459.0182,240631.8998,311264.7589,317020.416,284270.2303,266876.2442,283383.9894
sp|Q15599|NHRF2_HUMAN,Q15599,NHRF2_HUMAN,SLC9A3R2,337,Homo sapiens OX=9606,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 ,1:Experimental evidence at protein level,1,0.999,11,11,11,28,28,28,162826318,162826318,162826318,"13K(304.2071), 14K(304.2071), 17K(304.2071), 1K(304.2071), 31C(57.0214), 8K(304.2071), 9K(304.2071), N-term(304.2071)",,,909743.6861,759933.828,891781.9742,644544.4128,977391.3453,1329440.804,1076824.726,1100104.578,1971352.19,1475264.192,1435311.359,1863725.128,2204304.438,1833983.44,1817281.767,2042440.769
